Iter,Loss,ErrorLambda1,ErrorLambda2
1.780000000000000000e+02,8.497969247400760651e-03,3.929356932640075684e+01,1.054412797138766322e+01
1.790000000000000000e+02,8.451602421700954437e-03,3.924476504325866699e+01,1.055692850412389205e+01
1.800000000000000000e+02,8.434217423200607300e-03,3.821496963500976562e+01,1.018805372361645745e+01
1.810000000000000000e+02,8.406707085669040680e-03,3.829443454742431641e+01,9.930865419880149148e+00
1.820000000000000000e+02,8.391432464122772217e-03,3.831238150596618652e+01,9.888118955131279364e+00
1.830000000000000000e+02,8.364477194845676422e-03,3.819710016250610352e+01,9.662551624548525453e+00
1.840000000000000000e+02,8.285967633128166199e-03,3.813575506210327148e+01,9.168897250928331744e+00
1.850000000000000000e+02,8.190909400582313538e-03,3.798110485076904297e+01,8.637858007128214055e+00
1.860000000000000000e+02,8.053408004343509674e-03,3.818143606185913086e+01,8.107630682833081082e+00
1.870000000000000000e+02,7.966502569615840912e-03,3.827230930328369141e+01,7.991877293946898497e+00
1.880000000000000000e+02,7.907910272479057312e-03,3.828573226928710938e+01,7.906633060513749811e+00
1.890000000000000000e+02,7.871069014072418213e-03,3.788504004478454590e+01,8.135440754526305440e+00
1.900000000000000000e+02,7.841269485652446747e-03,3.781924843788146973e+01,8.228957789402125300e+00
1.910000000000000000e+02,7.829782553017139435e-03,3.750859498977661133e+01,8.098509388934752806e+00
1.920000000000000000e+02,7.821027189493179321e-03,3.743606805801391602e+01,8.222403916641175314e+00
1.930000000000000000e+02,7.810358889400959015e-03,3.714970946311950684e+01,8.274505742172694411e+00
1.940000000000000000e+02,7.800766266882419586e-03,3.707253336906433105e+01,8.393528752849215735e+00
1.950000000000000000e+02,7.779859937727451324e-03,3.693265914916992188e+01,8.557404830233483750e+00
1.960000000000000000e+02,7.747014984488487244e-03,3.674109578132629395e+01,8.585566002253186113e+00
1.970000000000000000e+02,7.680073846131563187e-03,3.628978729248046875e+01,8.361724914942287867e+00
1.980000000000000000e+02,7.597131654620170593e-03,3.570131063461303711e+01,7.751973366699567158e+00
1.990000000000000000e+02,7.498838473111391068e-03,3.523585796356201172e+01,7.040205229844170631e+00
2.000000000000000000e+02,7.351980544626712799e-03,3.509513139724731445e+01,6.220298192433115325e+00
2.010000000000000000e+02,7.231002673506736755e-03,3.532293438911437988e+01,5.294475889867434226e+00
2.020000000000000000e+02,7.211502175778150558e-03,3.595066070556640625e+01,5.091364350999092458e+00
2.030000000000000000e+02,7.171017117798328400e-03,3.589969873428344727e+01,5.162747436126438494e+00
2.040000000000000000e+02,7.163620553910732269e-03,3.554038405418395996e+01,4.767869287689120661e+00
2.050000000000000000e+02,7.145423907786607742e-03,3.569564819335937500e+01,4.876600670045714736e+00
2.060000000000000000e+02,7.135119289159774780e-03,3.574073910713195801e+01,4.803732723120965886e+00
2.070000000000000000e+02,7.121345028281211853e-03,3.571547269821166992e+01,4.731574291439311075e+00
2.080000000000000000e+02,7.093409541994333267e-03,3.564699292182922363e+01,4.481254387839757491e+00
2.090000000000000000e+02,7.057643495500087738e-03,3.552960157394409180e+01,4.291601694819792812e+00
2.100000000000000000e+02,7.009067572653293610e-03,3.536307215690612793e+01,3.854591507204944367e+00
2.110000000000000000e+02,6.935250014066696167e-03,3.533805012702941895e+01,3.606378205564267247e+00
2.120000000000000000e+02,6.806162185966968536e-03,3.487901091575622559e+01,3.051698206447869932e+00
2.130000000000000000e+02,6.686641834676265717e-03,3.455180525779724121e+01,2.163158369800222580e+00
2.140000000000000000e+02,6.533388048410415649e-03,3.339266777038574219e+01,1.125049794072344067e+00
2.150000000000000000e+02,6.384693086147308350e-03,3.267730474472045898e+01,4.447343947973954048e-01
2.160000000000000000e+02,6.233881693333387375e-03,3.129619956016540527e+01,1.234044501673797534e+00
2.170000000000000000e+02,6.173823028802871704e-03,3.058651089668273926e+01,1.828662162927228607e+00
2.180000000000000000e+02,6.139906588941812515e-03,3.011208772659301758e+01,2.987732115717401271e+00
2.190000000000000000e+02,6.118779070675373077e-03,3.042589426040649414e+01,2.701329338981952599e+00
2.200000000000000000e+02,6.096789613366127014e-03,3.038846254348754883e+01,2.829371239294914631e+00
2.210000000000000000e+02,6.080617196857929230e-03,3.013820052146911621e+01,2.969752853165601003e+00
2.220000000000000000e+02,6.044725887477397919e-03,3.004543781280517578e+01,3.392287466903308513e+00
2.230000000000000000e+02,5.968351848423480988e-03,2.963618636131286621e+01,4.348494576889728513e+00
2.240000000000000000e+02,5.894607864320278168e-03,2.965144515037536621e+01,4.840751863794139354e+00
2.250000000000000000e+02,5.786426365375518799e-03,2.924571037292480469e+01,5.241298819586073243e+00
2.260000000000000000e+02,5.644622724503278732e-03,2.911512851715087891e+01,5.990634691374766341e+00
2.270000000000000000e+02,5.644435528665781021e-03,2.929243445396423340e+01,5.440262985847877708e+00
2.280000000000000000e+02,5.595796741545200348e-03,2.920418381690979004e+01,5.713828656896422942e+00
2.290000000000000000e+02,5.584065802395343781e-03,2.966915369033813477e+01,5.792189861012547070e+00
2.300000000000000000e+02,5.554710514843463898e-03,2.946209311485290527e+01,5.757291951478520353e+00
2.310000000000000000e+02,5.521629936993122101e-03,2.942719459533691406e+01,6.308095217823374234e+00
2.320000000000000000e+02,5.500789266079664230e-03,2.963193655014038086e+01,6.020097860438498039e+00
2.330000000000000000e+02,5.489430390298366547e-03,2.938260436058044434e+01,6.149346668123732762e+00
2.340000000000000000e+02,5.485433153808116913e-03,2.927379608154296875e+01,6.186248775354746599e+00
2.350000000000000000e+02,5.470777396112680435e-03,2.909792065620422363e+01,6.266175301759759009e+00
2.360000000000000000e+02,5.383255891501903534e-03,2.777298688888549805e+01,6.859322730396057111e+00
2.370000000000000000e+02,5.291922483593225479e-03,2.662094831466674805e+01,7.643834466143907491e+00
2.380000000000000000e+02,5.233101081103086472e-03,2.541323304176330566e+01,8.186445391537574778e+00
2.390000000000000000e+02,5.149621516466140747e-03,2.623836398124694824e+01,8.200218764761757484e+00
2.400000000000000000e+02,5.119665525853633881e-03,2.648866176605224609e+01,8.230976616279381375e+00
2.410000000000000000e+02,5.103113129734992981e-03,2.637801170349121094e+01,8.415947971612954603e+00
2.420000000000000000e+02,5.083842203021049500e-03,2.620492577552795410e+01,8.871727397514179714e+00
2.430000000000000000e+02,5.059663206338882446e-03,2.638022899627685547e+01,9.150091439691276918e+00
2.440000000000000000e+02,5.033805035054683685e-03,2.628507614135742188e+01,9.772358251654962302e+00
2.450000000000000000e+02,4.993322305381298065e-03,2.622974514961242676e+01,1.035222238460612232e+01
2.460000000000000000e+02,4.944417625665664673e-03,2.611569762229919434e+01,1.141699264137603187e+01
2.470000000000000000e+02,4.903985187411308289e-03,2.564477324485778809e+01,1.213150374953204924e+01
2.480000000000000000e+02,4.877760075032711029e-03,2.534763813018798828e+01,1.248242852584822593e+01
2.490000000000000000e+02,4.860009998083114624e-03,2.516622543334960938e+01,1.255287534343829314e+01
2.500000000000000000e+02,4.842197522521018982e-03,2.496371865272521973e+01,1.255963402472302093e+01
2.510000000000000000e+02,4.818039014935493469e-03,2.472301721572875977e+01,1.197175310098391421e+01
2.520000000000000000e+02,4.773107357323169708e-03,2.425930500030517578e+01,1.195514166678735712e+01
2.530000000000000000e+02,4.710351116955280304e-03,2.443740963935852051e+01,1.197431320753116069e+01
2.540000000000000000e+02,4.627282731235027313e-03,2.442471385002136230e+01,1.195370069253076473e+01
2.550000000000000000e+02,4.581999033689498901e-03,2.440352439880371094e+01,1.154909413921391348e+01
2.560000000000000000e+02,4.555423744022846222e-03,2.421858310699462891e+01,1.109692812083936886e+01
2.570000000000000000e+02,4.539691843092441559e-03,2.402384281158447266e+01,1.123321356423446282e+01
2.580000000000000000e+02,4.532154183834791183e-03,2.391119003295898438e+01,1.131285482162421019e+01
2.590000000000000000e+02,4.522448405623435974e-03,2.371109724044799805e+01,1.144467836503696212e+01
2.600000000000000000e+02,4.510243423283100128e-03,2.323076725006103516e+01,1.187727785480041298e+01
2.610000000000000000e+02,4.501058720052242279e-03,2.310214042663574219e+01,1.192433992772892282e+01
2.620000000000000000e+02,4.490580875426530838e-03,2.293285131454467773e+01,1.215883105827636257e+01
2.630000000000000000e+02,4.473786335438489914e-03,2.285651564598083496e+01,1.234552865688179324e+01
2.640000000000000000e+02,4.442550241947174072e-03,2.283737063407897949e+01,1.248033655306961975e+01
2.650000000000000000e+02,4.381457343697547913e-03,2.275103926658630371e+01,1.292234992033679752e+01
2.660000000000000000e+02,4.284420516341924667e-03,2.247635126113891602e+01,1.347670076289712249e+01
2.670000000000000000e+02,4.190937615931034088e-03,2.202512621879577637e+01,1.456921526004903988e+01
2.680000000000000000e+02,4.159731790423393250e-03,2.147201299667358398e+01,1.516558110834473361e+01
2.690000000000000000e+02,4.102998413145542145e-03,2.142457962036132812e+01,1.542342041060305391e+01
2.700000000000000000e+02,4.092482849955558777e-03,2.128884196281433105e+01,1.566639646570708067e+01
2.710000000000000000e+02,4.086225293576717377e-03,2.117094993591308594e+01,1.578034315082991945e+01
2.720000000000000000e+02,4.080617800354957581e-03,2.104889750480651855e+01,1.595310645522819648e+01
2.730000000000000000e+02,4.060552455484867096e-03,2.068458795547485352e+01,1.641276261390096991e+01
2.740000000000000000e+02,4.034832119941711426e-03,2.017257809638977051e+01,1.709078123187353171e+01
2.750000000000000000e+02,3.977593034505844116e-03,1.944895386695861816e+01,1.800958884249975611e+01
2.760000000000000000e+02,3.890129970386624336e-03,1.863852143287658691e+01,1.945901876528840901e+01
2.770000000000000000e+02,3.792029572650790215e-03,1.840890049934387207e+01,2.005066670294703357e+01
2.780000000000000000e+02,3.729384392499923706e-03,1.810026764869689941e+01,2.038458505719936298e+01
2.790000000000000000e+02,3.725244430825114250e-03,1.918981671333312988e+01,1.964155436210702987e+01
2.800000000000000000e+02,3.682552836835384369e-03,1.865429282188415527e+01,2.000620130951644171e+01
2.810000000000000000e+02,3.662231378257274628e-03,1.887314319610595703e+01,1.997821568765997924e+01
2.820000000000000000e+02,3.649074118584394455e-03,1.866373419761657715e+01,2.047974056026541945e+01
2.830000000000000000e+02,3.645460819825530052e-03,1.873849034309387207e+01,2.040794054350038067e+01
2.840000000000000000e+02,3.642121329903602600e-03,1.865798830986022949e+01,2.057341120153407488e+01
2.850000000000000000e+02,3.637898713350296021e-03,1.857320070266723633e+01,2.069271948122586124e+01
2.860000000000000000e+02,3.616551635786890984e-03,1.831839084625244141e+01,2.111172846251850288e+01
2.870000000000000000e+02,3.584383055567741394e-03,1.786032319068908691e+01,2.184116133454989495e+01
2.880000000000000000e+02,3.526509273797273636e-03,1.697316765785217285e+01,2.310316219971961971e+01
