Iter,Loss,ErrorLambda1,ErrorLambda2
2.260000000000000000e+02,5.156183149665594101e-03,2.451622486114501953e+01,1.752115708623594514e+01
2.270000000000000000e+02,5.135631654411554337e-03,2.457500696182250977e+01,1.777651674243850621e+01
2.280000000000000000e+02,5.104102194309234619e-03,2.470295429229736328e+01,1.809059061365461574e+01
2.290000000000000000e+02,5.063789431005716324e-03,2.498884797096252441e+01,1.820873587351493583e+01
2.300000000000000000e+02,4.997526761144399643e-03,2.524242997169494629e+01,1.842413592381005927e+01
2.310000000000000000e+02,4.924503155052661896e-03,2.548171877861022949e+01,1.864015039967651788e+01
2.320000000000000000e+02,4.859456792473793030e-03,2.517266869544982910e+01,1.882937153187851820e+01
2.330000000000000000e+02,4.824666306376457214e-03,2.438593506813049316e+01,1.902922076354665748e+01
2.340000000000000000e+02,4.793625324964523315e-03,2.441213726997375488e+01,1.884733616525004862e+01
2.350000000000000000e+02,4.781747702509164810e-03,2.406009435653686523e+01,1.912608056611416885e+01
2.360000000000000000e+02,4.761116113513708115e-03,2.370679974555969238e+01,1.937889474494975062e+01
2.370000000000000000e+02,4.720897413790225983e-03,2.308560609817504883e+01,1.992130817640977369e+01
2.380000000000000000e+02,4.692782647907733917e-03,2.276715636253356934e+01,2.027384216255564553e+01
2.390000000000000000e+02,4.656204022467136383e-03,2.250680327415466309e+01,2.066998573508631765e+01
2.400000000000000000e+02,4.603097680956125259e-03,2.230122685432434082e+01,2.129747516440638577e+01
2.410000000000000000e+02,4.562286194413900375e-03,2.238985300064086914e+01,2.161756894330358847e+01
2.420000000000000000e+02,4.526166245341300964e-03,2.263027429580688477e+01,2.189869058596157458e+01
2.430000000000000000e+02,4.505387973040342331e-03,2.297658324241638184e+01,2.193933044875156924e+01
2.440000000000000000e+02,4.496115259826183319e-03,2.342990040779113770e+01,2.142387128193897539e+01
2.450000000000000000e+02,4.478996619582176208e-03,2.320895195007324219e+01,2.171677672930442782e+01
2.460000000000000000e+02,4.470460116863250732e-03,2.315568327903747559e+01,2.188119408635868623e+01
2.470000000000000000e+02,4.461653530597686768e-03,2.327677607536315918e+01,2.203688513738190125e+01
2.480000000000000000e+02,4.456150345504283905e-03,2.345622181892395020e+01,2.200208963210976520e+01
2.490000000000000000e+02,4.437661729753017426e-03,2.367741465568542480e+01,2.198079686022681400e+01
2.500000000000000000e+02,4.381061531603336334e-03,2.394074797630310059e+01,2.218198466188965412e+01
2.510000000000000000e+02,4.309409298002719879e-03,2.402127981185913086e+01,2.217428971306764751e+01
2.520000000000000000e+02,4.244874231517314911e-03,2.298318147659301758e+01,2.348760242803430742e+01
2.530000000000000000e+02,4.141841549426317215e-03,2.243890166282653809e+01,2.351993291643095674e+01
2.540000000000000000e+02,4.040649626404047012e-03,2.185932397842407227e+01,2.314173934809154076e+01
2.550000000000000000e+02,3.966949880123138428e-03,2.050489187240600586e+01,2.441269327158648750e+01
2.560000000000000000e+02,3.921408206224441528e-03,1.992819309234619141e+01,2.479752848776847074e+01
2.570000000000000000e+02,3.908131271600723267e-03,1.956717371940612793e+01,2.501796097607646274e+01
