Iter,Loss,ErrorLambda1,ErrorLambda2
2.000000000000000000e+02,6.842953618615865707e-03,3.006367683410644531e+01,1.696143733451654256e+00
2.010000000000000000e+02,6.837122142314910889e-03,3.006711602210998535e+01,1.650910308056889209e+00
2.020000000000000000e+02,6.832948420196771622e-03,2.996629476547241211e+01,1.810990113161097925e+00
2.030000000000000000e+02,6.825415883213281631e-03,2.981554269790649414e+01,1.935345460046026478e+00
2.040000000000000000e+02,6.801543291658163071e-03,2.936506867408752441e+01,2.279526184257743893e+00
2.050000000000000000e+02,6.758893374353647232e-03,2.872006893157958984e+01,2.672049034671596157e+00
2.060000000000000000e+02,6.699912250041961670e-03,2.768554687500000000e+01,3.337033053023610307e+00
2.070000000000000000e+02,6.620663218200206757e-03,2.660002708435058594e+01,4.017736125575713579e+00
2.080000000000000000e+02,6.561218760907649994e-03,2.598735094070434570e+01,4.491487499438605369e+00
2.090000000000000000e+02,6.511133629828691483e-03,2.618538737297058105e+01,4.426190153303569019e+00
2.100000000000000000e+02,6.483328528702259064e-03,2.640846967697143555e+01,4.272591075058959298e+00
2.110000000000000000e+02,6.458881311118602753e-03,2.658424377441406250e+01,4.151834506520445167e+00
2.120000000000000000e+02,6.444166414439678192e-03,2.662859559059143066e+01,3.890045325589229996e+00
2.130000000000000000e+02,6.422217935323715210e-03,2.640373706817626953e+01,3.886519693144166343e+00
2.140000000000000000e+02,6.350089795887470245e-03,2.569109201431274414e+01,3.940830524896451248e+00
2.150000000000000000e+02,6.196908652782440186e-03,2.413293123245239258e+01,4.642072966547599044e+00
2.160000000000000000e+02,5.989104509353637695e-03,2.244763374328613281e+01,5.317809432398046710e+00
2.170000000000000000e+02,6.207901053130626678e-03,1.967713832855224609e+01,7.898923482511473360e+00
2.180000000000000000e+02,5.902171134948730469e-03,2.139937877655029297e+01,6.287058456595148392e+00
2.190000000000000000e+02,5.762337706983089447e-03,2.190451025962829590e+01,6.752471197704154271e+00
2.200000000000000000e+02,5.727716721594333649e-03,2.206610441207885742e+01,7.446706262005984733e+00
2.210000000000000000e+02,5.726490169763565063e-03,2.281152009963989258e+01,7.027602191041587787e+00
2.220000000000000000e+02,5.708763375878334045e-03,2.244025468826293945e+01,7.236133841199955619e+00
2.230000000000000000e+02,5.695783998817205429e-03,2.249732017517089844e+01,7.213275747028117912e+00
2.240000000000000000e+02,5.682973191142082214e-03,2.248520255088806152e+01,7.269985764344679247e+00
2.250000000000000000e+02,5.662852898240089417e-03,2.254026532173156738e+01,7.538189840824277788e+00
2.260000000000000000e+02,5.625322461128234863e-03,2.262129187583923340e+01,7.848716135824916229e+00
2.270000000000000000e+02,5.519802682101726532e-03,2.281143069267272949e+01,8.622877726531759990e+00
2.280000000000000000e+02,5.358445458114147186e-03,2.272824048995971680e+01,9.898944548531062537e+00
2.290000000000000000e+02,5.183162167668342590e-03,2.340260148048400879e+01,1.072968449393203549e+01
2.300000000000000000e+02,5.094273947179317474e-03,2.312521934509277344e+01,1.135898794160557834e+01
2.310000000000000000e+02,5.025243386626243591e-03,2.302221059799194336e+01,1.123194082555097495e+01
2.320000000000000000e+02,4.992438480257987976e-03,2.267228364944458008e+01,1.072176279281584321e+01
2.330000000000000000e+02,4.947997629642486572e-03,2.246213555335998535e+01,1.094817130126412152e+01
