Iter,Loss,l1,l2
2.630000000000000000e+02,4.417427677046252370e+02,7.483009338378906250e+01,5.369298934936523438e+01
2.640000000000000000e+02,4.408932131997251531e+02,7.464394378662109375e+01,5.288127517700195312e+01
2.650000000000000000e+02,4.400451815111180736e+02,7.445765686035156250e+01,5.210041427612304688e+01
2.660000000000000000e+02,4.391987887349578727e+02,7.427122497558593750e+01,5.135063552856445312e+01
2.670000000000000000e+02,4.383541455225590653e+02,7.408467864990234375e+01,5.063203048706054688e+01
2.680000000000000000e+02,4.375113543589383198e+02,7.389801788330078125e+01,4.994455718994140625e+01
2.690000000000000000e+02,4.366705068167471495e+02,7.371127319335937500e+01,4.928807449340820312e+01
2.700000000000000000e+02,4.358316866539194621e+02,7.352445983886718750e+01,4.866230392456054688e+01
2.710000000000000000e+02,4.349949658081774260e+02,7.333759307861328125e+01,4.806688690185546875e+01
2.720000000000000000e+02,4.341604057909087260e+02,7.315068054199218750e+01,4.750135421752929688e+01
2.730000000000000000e+02,4.333280578893470647e+02,7.296374511718750000e+01,4.696516418457031250e+01
2.740000000000000000e+02,4.324979633908180290e+02,7.277679443359375000e+01,4.645769500732421875e+01
2.750000000000000000e+02,4.316701539183817999e+02,7.258984375000000000e+01,4.597825622558593750e+01
2.760000000000000000e+02,4.308446503828782852e+02,7.240290832519531250e+01,4.552607727050781250e+01
2.770000000000000000e+02,4.300214674208196470e+02,7.221600341796875000e+01,4.510032653808593750e+01
2.780000000000000000e+02,4.292006124816832084e+02,7.202913665771484375e+01,4.470011901855468750e+01
2.790000000000000000e+02,4.283820851816076356e+02,7.184233093261718750e+01,4.432450485229492188e+01
2.800000000000000000e+02,4.275658802649587074e+02,7.165558624267578125e+01,4.397248840332031250e+01
2.810000000000000000e+02,4.267519888024410761e+02,7.146892547607421875e+01,4.364300155639648438e+01
2.820000000000000000e+02,4.259404013810290621e+02,7.128234863281250000e+01,4.333492660522460938e+01
2.830000000000000000e+02,4.251311035081994305e+02,7.109587097167968750e+01,4.304708099365234375e+01
2.840000000000000000e+02,4.243240823390759715e+02,7.090951538085937500e+01,4.277824020385742188e+01
2.850000000000000000e+02,4.235193257836060070e+02,7.072328186035156250e+01,4.252713394165039062e+01
2.860000000000000000e+02,4.227168232281805444e+02,7.053717803955078125e+01,4.229244995117187500e+01
2.870000000000000000e+02,4.219165643125994620e+02,7.035122680664062500e+01,4.207287216186523438e+01
